"Pincode","State","District","Hospitalized","Deceased","Recovered","Date"
475115,"MP","gwalior",1,0,0,2020-04-01
462003,"MP","bhopal",3,0,0,2020-04-01
462022,"MP","bhopal",3,0,0,2020-04-01
456443,"MP","ujjain",4,1,0,2020-04-01
475220,"MP","gwalior",1,0,0,2020-04-01
462020,"MP","bhopal",3,0,0,2020-04-01
462101,"MP","bhopal",3,0,0,2020-04-01
482020,"MP","jabalpur",8,0,0,2020-04-01
463106,"MP","bhopal",3,0,0,2020-04-01
462007,"MP","bhopal",3,0,0,2020-04-01
456222,"MP","ujjain",4,1,0,2020-04-01
473662,"MP","shivpuri",2,0,0,2020-04-01
462033,"MP","bhopal",3,0,0,2020-04-01
464993,"MP","bhopal",3,0,0,2020-04-01
462011,"MP","bhopal",3,0,0,2020-04-01
474008,"MP","gwalior",1,0,0,2020-04-01
462027,"MP","bhopal",3,0,0,2020-04-01
456441,"MP","ujjain",4,1,0,2020-04-01
456337,"MP","ujjain",4,1,0,2020-04-01
456010,"MP","ujjain",4,1,0,2020-04-01
462024,"MP","bhopal",3,0,0,2020-04-01
462008,"MP","bhopal",3,0,0,2020-04-01
473793,"MP","shivpuri",2,0,0,2020-04-01
456221,"MP","ujjain",4,1,0,2020-04-01
475005,"MP","gwalior",1,0,0,2020-04-01
473990,"MP","shivpuri",2,0,0,2020-04-01
473774,"MP","shivpuri",2,0,0,2020-04-01
456224,"MP","ujjain",4,1,0,2020-04-01
462016,"MP","bhopal",3,0,0,2020-04-01
456440,"MP","ujjain",4,1,0,2020-04-01
474005,"MP","gwalior",1,0,0,2020-04-01
474002,"MP","gwalior",1,0,0,2020-04-01
474020,"MP","gwalior",1,0,0,2020-04-01
456664,"MP","ujjain",4,1,0,2020-04-01
452007,"MP","indore",62,1,0,2020-04-01
462030,"MP","bhopal",3,0,0,2020-04-01
473770,"MP","shivpuri",2,0,0,2020-04-01
473660,"MP","shivpuri",2,0,0,2020-04-01
462036,"MP","bhopal",3,0,0,2020-04-01
462026,"MP","bhopal",3,0,0,2020-04-01
462045,"MP","bhopal",3,0,0,2020-04-01
473775,"MP","shivpuri",2,0,0,2020-04-01
456003,"MP","ujjain",4,1,0,2020-04-01
475686,"MP","gwalior",1,0,0,2020-04-01
456661,"MP","ujjain",4,1,0,2020-04-01
456335,"MP","ujjain",4,1,0,2020-04-01
456001,"MP","ujjain",4,1,0,2020-04-01
473865,"MP","shivpuri",2,0,0,2020-04-01
474006,"MP","gwalior",1,0,0,2020-04-01
456313,"MP","ujjain",4,1,0,2020-04-01
456665,"MP","ujjain",4,1,0,2020-04-01
456771,"MP","ujjain",4,1,0,2020-04-01
456770,"MP","ujjain",4,1,0,2020-04-01
456776,"MP","ujjain",4,1,0,2020-04-01
456668,"MP","ujjain",4,1,0,2020-04-01
456550,"MP","ujjain",4,1,0,2020-04-01
456331,"MP","ujjain",4,1,0,2020-04-01
411001,"MH","pune",45,0,2,2020-04-01
412213,"MH","pune",45,0,2,2020-04-01
416403,"MH","sangli",25,0,0,2020-04-01
413110,"MH","pune",45,0,2,2020-04-01
431106,"MH","aurangabad",1,0,0,2020-04-01
412403,"MH","pune",45,0,2,2020-04-01
415538,"MH","satara",2,0,0,2020-04-01
410507,"MH","pune",45,0,2,2020-04-01
431118,"MH","aurangabad",1,0,0,2020-04-01
431006,"MH","aurangabad",1,0,0,2020-04-01
431132,"MH","aurangabad",1,0,0,2020-04-01
431101,"MH","aurangabad",1,0,0,2020-04-01
412206,"MH","pune",45,0,2,2020-04-01
431010,"MH","aurangabad",1,0,0,2020-04-01
431105,"MH","aurangabad",1,0,0,2020-04-01
431134,"MH","aurangabad",1,0,0,2020-04-01
412411,"MH","pune",45,0,2,2020-04-01
431137,"MH","aurangabad",1,0,0,2020-04-01
431103,"MH","aurangabad",1,0,0,2020-04-01
431148,"MH","aurangabad",1,0,0,2020-04-01
431147,"MH","aurangabad",1,0,0,2020-04-01
415311,"MH","sangli",25,0,0,2020-04-01
411037,"MH","pune",45,0,2,2020-04-01
431151,"MH","aurangabad",1,0,0,2020-04-01
423702,"MH","aurangabad",1,0,0,2020-04-01
431003,"MH","aurangabad",1,0,0,2020-04-01
423703,"MH","aurangabad",1,0,0,2020-04-01
431112,"MH","aurangabad",1,0,0,2020-04-01
431121,"MH","aurangabad",1,0,0,2020-04-01
413105,"MH","pune",45,0,2,2020-04-01
431114,"MH","aurangabad",1,0,0,2020-04-01
431115,"MH","aurangabad",1,0,0,2020-04-01
416308,"MH","sangli",25,0,0,2020-04-01
416402,"MH","sangli",25,0,0,2020-04-01
411020,"MH","pune",45,0,2,2020-04-01
431009,"MH","aurangabad",1,0,0,2020-04-01
416315,"MH","sangli",25,0,0,2020-04-01
415407,"MH","sangli",25,0,0,2020-04-01
431111,"MH","aurangabad",1,0,0,2020-04-01
411025,"MH","pune",45,0,2,2020-04-01
412311,"MH","pune",45,0,2,2020-04-01
410508,"MH","pune",45,0,2,2020-04-01
411017,"MH","pune",45,0,2,2020-04-01
431136,"MH","aurangabad",1,0,0,2020-04-01
431104,"MH","aurangabad",1,0,0,2020-04-01
431107,"MH","aurangabad",1,0,0,2020-04-01
415715,"MH","satara",2,0,0,2020-04-01
415517,"MH","satara",2,0,0,2020-04-01
412218,"MH","pune",45,0,2,2020-04-01
423701,"MH","aurangabad",1,0,0,2020-04-01
415503,"MH","satara",2,0,0,2020-04-01
431102,"MH","aurangabad",1,0,0,2020-04-01
415104,"MH","satara",2,0,0,2020-04-01
415124,"MH","satara",2,0,0,2020-04-01
415527,"MH","satara",2,0,0,2020-04-01
415022,"MH","satara",2,0,0,2020-04-01
431135,"MH","aurangabad",1,0,0,2020-04-01
416551,"MH","kolhapur",2,0,0,2020-04-01
415101,"MH","kolhapur",2,0,0,2020-04-01
416526,"MH","kolhapur",2,0,0,2020-04-01
413120,"MH","pune",45,0,2,2020-04-01
415304,"MH","sangli",25,0,0,2020-04-01
424103,"MH","jalgaon",1,0,0,2020-04-01
415524,"MH","satara",2,0,0,2020-04-01
411019,"MH","pune",45,0,2,2020-04-01
431117,"MH","aurangabad",1,0,0,2020-04-01
411060,"MH","pune",45,0,2,2020-04-01
412408,"MH","pune",45,0,2,2020-04-01
411018,"MH","pune",45,0,2,2020-04-01
416118,"MH","kolhapur",2,0,0,2020-04-01
431008,"MH","aurangabad",1,0,0,2020-04-01
431133,"MH","aurangabad",1,0,0,2020-04-01
415011,"MH","satara",2,0,0,2020-04-01
416122,"MH","kolhapur",2,0,0,2020-04-01
412307,"MH","pune",45,0,2,2020-04-01
415111,"MH","satara",2,0,0,2020-04-01
415509,"MH","satara",2,0,0,2020-04-01
416503,"MH","kolhapur",2,0,0,2020-04-01
425401,"MH","jalgaon",1,0,0,2020-04-01
411057,"MH","pune",45,0,2,2020-04-01
412109,"MH","pune",45,0,2,2020-04-01
416204,"MH","kolhapur",2,0,0,2020-04-01
416235,"MH","kolhapur",2,0,0,2020-04-01
412112,"MH","pune",45,0,2,2020-04-01
412305,"MH","pune",45,0,2,2020-04-01
413801,"MH","pune",45,0,2,2020-04-01
412208,"MH","pune",45,0,2,2020-04-01
411034,"MH","pune",45,0,2,2020-04-01
412804,"MH","satara",2,0,0,2020-04-01
424207,"MH","jalgaon",1,0,0,2020-04-01
425002,"MH","jalgaon",1,0,0,2020-04-01
415307,"MH","sangli",25,0,0,2020-04-01
416206,"MH","kolhapur",2,0,0,2020-04-01
416120,"MH","kolhapur",2,0,0,2020-04-01
416005,"MH","kolhapur",2,0,0,2020-04-01
416013,"MH","kolhapur",2,0,0,2020-04-01
416527,"MH","kolhapur",2,0,0,2020-04-01
431113,"MH","aurangabad",1,0,0,2020-04-01
431005,"MH","aurangabad",1,0,0,2020-04-01
412201,"MH","pune",45,0,2,2020-04-01
431154,"MH","aurangabad",1,0,0,2020-04-01
416003,"MH","kolhapur",2,0,0,2020-04-01
416231,"MH","kolhapur",2,0,0,2020-04-01
416107,"MH","kolhapur",2,0,0,2020-04-01
431004,"MH","aurangabad",1,0,0,2020-04-01
410516,"MH","pune",45,0,2,2020-04-01
415209,"MH","satara",2,0,0,2020-04-01
415540,"MH","satara",2,0,0,2020-04-01
415114,"MH","satara",2,0,0,2020-04-01
415526,"MH","satara",2,0,0,2020-04-01
431109,"MH","aurangabad",1,0,0,2020-04-01
415530,"MH","satara",2,0,0,2020-04-01
412101,"MH","pune",45,0,2,2020-04-01
412404,"MH","pune",45,0,2,2020-04-01
412405,"MH","pune",45,0,2,2020-04-01
431116,"MH","aurangabad",1,0,0,2020-04-01
431110,"MH","aurangabad",1,0,0,2020-04-01
425308,"MH","jalgaon",1,0,0,2020-04-01
425001,"MH","jalgaon",1,0,0,2020-04-01
424102,"MH","jalgaon",1,0,0,2020-04-01
416311,"MH","sangli",25,0,0,2020-04-01
416310,"MH","sangli",25,0,0,2020-04-01
416302,"MH","sangli",25,0,0,2020-04-01
415109,"MH","satara",2,0,0,2020-04-01
415512,"MH","satara",2,0,0,2020-04-01
412806,"MH","satara",2,0,0,2020-04-01
415515,"MH","satara",2,0,0,2020-04-01
412803,"MH","satara",2,0,0,2020-04-01
410501,"MH","pune",45,0,2,2020-04-01
410401,"MH","pune",45,0,2,2020-04-01
415414,"MH","sangli",25,0,0,2020-04-01
410513,"MH","pune",45,0,2,2020-04-01
415301,"MH","sangli",25,0,0,2020-04-01
416314,"MH","sangli",25,0,0,2020-04-01
415403,"MH","sangli",25,0,0,2020-04-01
416313,"MH","sangli",25,0,0,2020-04-01
415315,"MH","sangli",25,0,0,2020-04-01
415305,"MH","sangli",25,0,0,2020-04-01
416405,"MH","sangli",25,0,0,2020-04-01
431002,"MH","aurangabad",1,0,0,2020-04-01
431001,"MH","aurangabad",1,0,0,2020-04-01
431150,"MH","aurangabad",1,0,0,2020-04-01
431202,"MH","aurangabad",1,0,0,2020-04-01
431120,"MH","aurangabad",1,0,0,2020-04-01
415020,"MH","satara",2,0,0,2020-04-01
415522,"MH","satara",2,0,0,2020-04-01
425105,"MH","jalgaon",1,0,0,2020-04-01
425201,"MH","jalgaon",1,0,0,2020-04-01
424208,"MH","jalgaon",1,0,0,2020-04-01
425307,"MH","jalgaon",1,0,0,2020-04-01
425501,"MH","jalgaon",1,0,0,2020-04-01
424204,"MH","jalgaon",1,0,0,2020-04-01
410504,"MH","pune",45,0,2,2020-04-01
416412,"MH","sangli",25,0,0,2020-04-01
416301,"MH","sangli",25,0,0,2020-04-01
415411,"MH","sangli",25,0,0,2020-04-01
416418,"MH","sangli",25,0,0,2020-04-01
416411,"MH","sangli",25,0,0,2020-04-01
416436,"MH","sangli",25,0,0,2020-04-01
424101,"MH","jalgaon",1,0,0,2020-04-01
425004,"MH","jalgaon",1,0,0,2020-04-01
425506,"MH","jalgaon",1,0,0,2020-04-01
425502,"MH","jalgaon",1,0,0,2020-04-01
425113,"MH","jalgaon",1,0,0,2020-04-01
416303,"MH","sangli",25,0,0,2020-04-01
416416,"MH","sangli",25,0,0,2020-04-01
416316,"MH","sangli",25,0,0,2020-04-01
416309,"MH","sangli",25,0,0,2020-04-01
413115,"MH","pune",45,0,2,2020-04-01
410502,"MH","pune",45,0,2,2020-04-01
412108,"MH","pune",45,0,2,2020-04-01
412211,"MH","pune",45,0,2,2020-04-01
412104,"MH","pune",45,0,2,2020-04-01
412210,"MH","pune",45,0,2,2020-04-01
412410,"MH","pune",45,0,2,2020-04-01
411013,"MH","pune",45,0,2,2020-04-01
411028,"MH","pune",45,0,2,2020-04-01
411047,"MH","pune",45,0,2,2020-04-01
411048,"MH","pune",45,0,2,2020-04-01
413102,"MH","pune",45,0,2,2020-04-01
413132,"MH","pune",45,0,2,2020-04-01
415506,"MH","satara",2,0,0,2020-04-01
415211,"MH","satara",2,0,0,2020-04-01
415504,"MH","satara",2,0,0,2020-04-01
412312,"MH","pune",45,0,2,2020-04-01
413114,"MH","pune",45,0,2,2020-04-01
412220,"MH","pune",45,0,2,2020-04-01
411043,"MH","pune",45,0,2,2020-04-01
411031,"MH","pune",45,0,2,2020-04-01
412308,"MH","pune",45,0,2,2020-04-01
410302,"MH","pune",45,0,2,2020-04-01
412406,"MH","pune",45,0,2,2020-04-01
416415,"MH","sangli",25,0,0,2020-04-01
412802,"MH","satara",2,0,0,2020-04-01
415004,"MH","satara",2,0,0,2020-04-01
415001,"MH","satara",2,0,0,2020-04-01
425402,"MH","jalgaon",1,0,0,2020-04-01
416106,"MH","kolhapur",2,0,0,2020-04-01
415207,"MH","satara",2,0,0,2020-04-01
440027,"MH","nagpur",12,0,0,2020-04-01
441107,"MH","nagpur",12,0,0,2020-04-01
425003,"MH","jalgaon",1,0,0,2020-04-01
425302,"MH","jalgaon",1,0,0,2020-04-01
415105,"MH","satara",2,0,0,2020-04-01
416146,"MH","kolhapur",2,0,0,2020-04-01
400080,"MH","mumbai",94,2,0,2020-04-01
400078,"MH","mumbai",94,2,0,2020-04-01
400082,"MH","mumbai",94,2,0,2020-04-01
415404,"MH","sangli",25,0,0,2020-04-01
440001,"MH","nagpur",12,0,0,2020-04-01
440006,"MH","nagpur",12,0,0,2020-04-01
415502,"MH","satara",2,0,0,2020-04-01
410515,"MH","pune",45,0,2,2020-04-01
411042,"MH","pune",45,0,2,2020-04-01
413130,"MH","pune",45,0,2,2020-04-01
410503,"MH","pune",45,0,2,2020-04-01
412105,"MH","pune",45,0,2,2020-04-01
412205,"MH","pune",45,0,2,2020-04-01
412115,"MH","pune",45,0,2,2020-04-01
410406,"MH","pune",45,0,2,2020-04-01
416306,"MH","sangli",25,0,0,2020-04-01
411058,"MH","pune",45,0,2,2020-04-01
412214,"MH","pune",45,0,2,2020-04-01
412202,"MH","pune",45,0,2,2020-04-01
413133,"MH","pune",45,0,2,2020-04-01
411007,"MH","pune",45,0,2,2020-04-01
424205,"MH","jalgaon",1,0,0,2020-04-01
415415,"MH","sangli",25,0,0,2020-04-01
416437,"MH","sangli",25,0,0,2020-04-01
415537,"MH","satara",2,0,0,2020-04-01
415539,"MH","satara",2,0,0,2020-04-01
415206,"MH","satara",2,0,0,2020-04-01
415505,"MH","satara",2,0,0,2020-04-01
415023,"MH","satara",2,0,0,2020-04-01
416501,"MH","kolhapur",2,0,0,2020-04-01
416101,"MH","kolhapur",2,0,0,2020-04-01
416002,"MH","kolhapur",2,0,0,2020-04-01
415110,"MH","satara",2,0,0,2020-04-01
431007,"MH","aurangabad",1,0,0,2020-04-01
415536,"MH","satara",2,0,0,2020-04-01
416211,"MH","kolhapur",2,0,0,2020-04-01
416104,"MH","kolhapur",2,0,0,2020-04-01
415103,"MH","satara",2,0,0,2020-04-01
441401,"MH","nagpur",12,0,0,2020-04-01
440003,"MH","nagpur",12,0,0,2020-04-01
441502,"MH","nagpur",12,0,0,2020-04-01
415405,"MH","sangli",25,0,0,2020-04-01
416304,"MH","sangli",25,0,0,2020-04-01
400070,"MH","mumbai",94,2,0,2020-04-01
415212,"MH","satara",2,0,0,2020-04-01
415501,"MH","satara",2,0,0,2020-04-01
401601,"MH","thane",5,0,0,2020-04-01
400052,"MH","mumbai",94,2,0,2020-04-01
400030,"MH","mumbai",94,2,0,2020-04-01
400095,"MH","mumbai",94,2,0,2020-04-01
400060,"MH","mumbai",94,2,0,2020-04-01
400099,"MH","mumbai",94,2,0,2020-04-01
400012,"MH","mumbai",94,2,0,2020-04-01
400065,"MH","mumbai",94,2,0,2020-04-01
400029,"MH","mumbai",94,2,0,2020-04-01
415010,"MH","satara",2,0,0,2020-04-01
412801,"MH","satara",2,0,0,2020-04-01
415122,"MH","satara",2,0,0,2020-04-01
415107,"MH","satara",2,0,0,2020-04-01
416109,"MH","kolhapur",2,0,0,2020-04-01
411012,"MH","pune",45,0,2,2020-04-01
416203,"MH","kolhapur",2,0,0,2020-04-01
416504,"MH","kolhapur",2,0,0,2020-04-01
416229,"MH","kolhapur",2,0,0,2020-04-01
416223,"MH","kolhapur",2,0,0,2020-04-01
416116,"MH","kolhapur",2,0,0,2020-04-01
416119,"MH","kolhapur",2,0,0,2020-04-01
416506,"MH","kolhapur",2,0,0,2020-04-01
421305,"MH","thane",5,0,0,2020-04-01
421202,"MH","thane",5,0,0,2020-04-01
401603,"MH","thane",5,0,0,2020-04-01
401105,"MH","thane",5,0,0,2020-04-01
401209,"MH","thane",5,0,0,2020-04-01
421301,"MH","thane",5,0,0,2020-04-01
421312,"MH","thane",5,0,0,2020-04-01
401504,"MH","thane",5,0,0,2020-04-01
401201,"MH","thane",5,0,0,2020-04-01
441301,"MH","nagpur",12,0,0,2020-04-01
440008,"MH","nagpur",12,0,0,2020-04-01
441104,"MH","nagpur",12,0,0,2020-04-01
425115,"MH","jalgaon",1,0,0,2020-04-01
425504,"MH","jalgaon",1,0,0,2020-04-01
424203,"MH","jalgaon",1,0,0,2020-04-01
425203,"MH","jalgaon",1,0,0,2020-04-01
425114,"MH","jalgaon",1,0,0,2020-04-01
425102,"MH","jalgaon",1,0,0,2020-04-01
424107,"MH","jalgaon",1,0,0,2020-04-01
440037,"MH","nagpur",12,0,0,2020-04-01
440002,"MH","nagpur",12,0,0,2020-04-01
440034,"MH","nagpur",12,0,0,2020-04-01
440013,"MH","nagpur",12,0,0,2020-04-01
440030,"MH","nagpur",12,0,0,2020-04-01
440020,"MH","nagpur",12,0,0,2020-04-01
440007,"MH","nagpur",12,0,0,2020-04-01
440012,"MH","nagpur",12,0,0,2020-04-01
440015,"MH","nagpur",12,0,0,2020-04-01
410505,"MH","pune",45,0,2,2020-04-01
412212,"MH","pune",45,0,2,2020-04-01
412409,"MH","pune",45,0,2,2020-04-01
412216,"MH","pune",45,0,2,2020-04-01
416220,"MH","kolhapur",2,0,0,2020-04-01
416401,"MH","sangli",25,0,0,2020-04-01
415313,"MH","sangli",25,0,0,2020-04-01
424105,"MH","jalgaon",1,0,0,2020-04-01
416230,"MH","kolhapur",2,0,0,2020-04-01
416012,"MH","kolhapur",2,0,0,2020-04-01
416144,"MH","kolhapur",2,0,0,2020-04-01
416221,"MH","kolhapur",2,0,0,2020-04-01
416108,"MH","kolhapur",2,0,0,2020-04-01
416112,"MH","kolhapur",2,0,0,2020-04-01
425306,"MH","jalgaon",1,0,0,2020-04-01
425112,"MH","jalgaon",1,0,0,2020-04-01
416143,"MH","kolhapur",2,0,0,2020-04-01
400074,"MH","mumbai",94,2,0,2020-04-01
416236,"MH","kolhapur",2,0,0,2020-04-01
416114,"MH","kolhapur",2,0,0,2020-04-01
400089,"MH","mumbai",94,2,0,2020-04-01
400027,"MH","mumbai",94,2,0,2020-04-01
416011,"MH","kolhapur",2,0,0,2020-04-01
416111,"MH","kolhapur",2,0,0,2020-04-01
400053,"MH","mumbai",94,2,0,2020-04-01
400003,"MH","mumbai",94,2,0,2020-04-01
400086,"MH","mumbai",94,2,0,2020-04-01
400601,"MH","thane",5,0,0,2020-04-01
421602,"MH","thane",5,0,0,2020-04-01
400009,"MH","mumbai",94,2,0,2020-04-01
400097,"MH","mumbai",94,2,0,2020-04-01
400087,"MH","mumbai",94,2,0,2020-04-01
401304,"MH","thane",5,0,0,2020-04-01
400603,"MH","thane",5,0,0,2020-04-01
400703,"MH","thane",5,0,0,2020-04-01
400615,"MH","thane",5,0,0,2020-04-01
421403,"MH","thane",5,0,0,2020-04-01
421502,"MH","thane",5,0,0,2020-04-01
422206,"MH","nashik",1,0,0,2020-04-01
422013,"MH","nashik",1,0,0,2020-04-01
416232,"MH","kolhapur",2,0,0,2020-04-01
416201,"MH","kolhapur",2,0,0,2020-04-01
416103,"MH","kolhapur",2,0,0,2020-04-01
416209,"MH","kolhapur",2,0,0,2020-04-01
412102,"MH","pune",45,0,2,2020-04-01
400083,"MH","mumbai",94,2,0,2020-04-01
400017,"MH","mumbai",94,2,0,2020-04-01
400075,"MH","mumbai",94,2,0,2020-04-01
400102,"MH","mumbai",94,2,0,2020-04-01
400019,"MH","mumbai",94,2,0,2020-04-01
400057,"MH","mumbai",94,2,0,2020-04-01
400071,"MH","mumbai",94,2,0,2020-04-01
400069,"MH","mumbai",94,2,0,2020-04-01
416552,"MH","kolhapur",2,0,0,2020-04-01
400104,"MH","mumbai",94,2,0,2020-04-01
400076,"MH","mumbai",94,2,0,2020-04-01
400067,"MH","mumbai",94,2,0,2020-04-01
416215,"MH","kolhapur",2,0,0,2020-04-01
415021,"MH","satara",2,0,0,2020-04-01
411032,"MH","pune",45,0,2,2020-04-01
441111,"MH","nagpur",12,0,0,2020-04-01
441214,"MH","nagpur",12,0,0,2020-04-01
440032,"MH","nagpur",12,0,0,2020-04-01
415002,"MH","satara",2,0,0,2020-04-01
415507,"MH","satara",2,0,0,2020-04-01
415003,"MH","satara",2,0,0,2020-04-01
415520,"MH","satara",2,0,0,2020-04-01
401103,"MH","thane",5,0,0,2020-04-01
401501,"MH","thane",5,0,0,2020-04-01
401302,"MH","thane",5,0,0,2020-04-01
401305,"MH","thane",5,0,0,2020-04-01
400063,"MH","mumbai",94,2,0,2020-04-01
401403,"MH","thane",5,0,0,2020-04-01
401202,"MH","thane",5,0,0,2020-04-01
401102,"MH","thane",5,0,0,2020-04-01
401602,"MH","thane",5,0,0,2020-04-01
415115,"MH","satara",2,0,0,2020-04-01
412805,"MH","satara",2,0,0,2020-04-01
415108,"MH","satara",2,0,0,2020-04-01
415012,"MH","satara",2,0,0,2020-04-01
415014,"MH","satara",2,0,0,2020-04-01
412206,"MH","satara",2,0,0,2020-04-01
415513,"MH","satara",2,0,0,2020-04-01
415518,"MH","satara",2,0,0,2020-04-01
400037,"MH","mumbai",94,2,0,2020-04-01
415106,"MH","satara",2,0,0,2020-04-01
415521,"MH","satara",2,0,0,2020-04-01
415312,"MH","satara",2,0,0,2020-04-01
415510,"MH","satara",2,0,0,2020-04-01
401506,"MH","thane",5,0,0,2020-04-01
416414,"MH","sangli",25,0,0,2020-04-01
415308,"MH","sangli",25,0,0,2020-04-01
401604,"MH","thane",5,0,0,2020-04-01
425303,"MH","jalgaon",1,0,0,2020-04-01
425301,"MH","jalgaon",1,0,0,2020-04-01
425109,"MH","jalgaon",1,0,0,2020-04-01
425310,"MH","jalgaon",1,0,0,2020-04-01
425524,"MH","jalgaon",1,0,0,2020-04-01
425304,"MH","jalgaon",1,0,0,2020-04-01
440023,"MH","nagpur",12,0,0,2020-04-01
441210,"MH","nagpur",12,0,0,2020-04-01
411030,"MH","pune",45,0,2,2020-04-01
411016,"MH","pune",45,0,2,2020-04-01
412107,"MH","pune",45,0,2,2020-04-01
412215,"MH","pune",45,0,2,2020-04-01
441109,"MH","nagpur",12,0,0,2020-04-01
441001,"MH","nagpur",12,0,0,2020-04-01
441303,"MH","nagpur",12,0,0,2020-04-01
440017,"MH","nagpur",12,0,0,2020-04-01
440026,"MH","nagpur",12,0,0,2020-04-01
440005,"MH","nagpur",12,0,0,2020-04-01
440021,"MH","nagpur",12,0,0,2020-04-01
425111,"MH","jalgaon",1,0,0,2020-04-01
425309,"MH","jalgaon",1,0,0,2020-04-01
424104,"MH","jalgaon",1,0,0,2020-04-01
424108,"MH","jalgaon",1,0,0,2020-04-01
425507,"MH","jalgaon",1,0,0,2020-04-01
425505,"MH","jalgaon",1,0,0,2020-04-01
425327,"MH","jalgaon",1,0,0,2020-04-01
425103,"MH","jalgaon",1,0,0,2020-04-01
425311,"MH","jalgaon",1,0,0,2020-04-01
424202,"MH","jalgaon",1,0,0,2020-04-01
425101,"MH","jalgaon",1,0,0,2020-04-01
416406,"MH","sangli",25,0,0,2020-04-01
416312,"MH","sangli",25,0,0,2020-04-01
415408,"MH","sangli",25,0,0,2020-04-01
425420,"MH","jalgaon",1,0,0,2020-04-01
424206,"MH","jalgaon",1,0,0,2020-04-01
416007,"MH","kolhapur",2,0,0,2020-04-01
400033,"MH","mumbai",94,2,0,2020-04-01
400034,"MH","mumbai",94,2,0,2020-04-01
400015,"MH","mumbai",94,2,0,2020-04-01
400016,"MH","mumbai",94,2,0,2020-04-01
400077,"MH","mumbai",94,2,0,2020-04-01
400043,"MH","mumbai",94,2,0,2020-04-01
416113,"MH","kolhapur",2,0,0,2020-04-01
416509,"MH","kolhapur",2,0,0,2020-04-01
416008,"MH","kolhapur",2,0,0,2020-04-01
416208,"MH","kolhapur",2,0,0,2020-04-01
400018,"MH","mumbai",94,2,0,2020-04-01
400022,"MH","mumbai",94,2,0,2020-04-01
421004,"MH","thane",5,0,0,2020-04-01
421311,"MH","thane",5,0,0,2020-04-01
400059,"MH","mumbai",94,2,0,2020-04-01
400079,"MH","mumbai",94,2,0,2020-04-01
400602,"MH","thane",5,0,0,2020-04-01
421101,"MH","thane",5,0,0,2020-04-01
401203,"MH","thane",5,0,0,2020-04-01
400710,"MH","thane",5,0,0,2020-04-01
421005,"MH","thane",5,0,0,2020-04-01
421401,"MH","thane",5,0,0,2020-04-01
421308,"MH","thane",5,0,0,2020-04-01
421204,"MH","thane",5,0,0,2020-04-01
422221,"MH","nashik",1,0,0,2020-04-01
423201,"MH","nashik",1,0,0,2020-04-01
423303,"MH","nashik",1,0,0,2020-04-01
422002,"MH","nashik",1,0,0,2020-04-01
422203,"MH","nashik",1,0,0,2020-04-01
422213,"MH","nashik",1,0,0,2020-04-01
422305,"MH","nashik",1,0,0,2020-04-01
415601,"MH","ratnagiri",1,0,0,2020-04-01
423202,"MH","nashik",1,0,0,2020-04-01
400101,"MH","mumbai",94,2,0,2020-04-01
400031,"MH","mumbai",94,2,0,2020-04-01
400088,"MH","mumbai",94,2,0,2020-04-01
422211,"MH","nashik",1,0,0,2020-04-01
423101,"MH","nashik",1,0,0,2020-04-01
422502,"MH","nashik",1,0,0,2020-04-01
423301,"MH","nashik",1,0,0,2020-04-01
422010,"MH","nashik",1,0,0,2020-04-01
423302,"MH","nashik",1,0,0,2020-04-01
422306,"MH","nashik",1,0,0,2020-04-01
423208,"MH","nashik",1,0,0,2020-04-01
422101,"MH","nashik",1,0,0,2020-04-01
400007,"MH","mumbai",94,2,0,2020-04-01
415609,"MH","ratnagiri",1,0,0,2020-04-01
415640,"MH","ratnagiri",1,0,0,2020-04-01
415712,"MH","ratnagiri",1,0,0,2020-04-01
400085,"MH","mumbai",94,2,0,2020-04-01
410506,"MH","pune",45,0,2,2020-04-01
413103,"MH","pune",45,0,2,2020-04-01
416115,"MH","kolhapur",2,0,0,2020-04-01
415112,"MH","satara",2,0,0,2020-04-01
411062,"MH","pune",45,0,2,2020-04-01
411014,"MH","pune",45,0,2,2020-04-01
411061,"MH","pune",45,0,2,2020-04-01
411039,"MH","pune",45,0,2,2020-04-01
413104,"MH","pune",45,0,2,2020-04-01
441204,"MH","nagpur",12,0,0,2020-04-01
440018,"MH","nagpur",12,0,0,2020-04-01
441122,"MH","nagpur",12,0,0,2020-04-01
415401,"MH","sangli",25,0,0,2020-04-01
416407,"MH","sangli",25,0,0,2020-04-01
415412,"MH","sangli",25,0,0,2020-04-01
416420,"MH","sangli",25,0,0,2020-04-01
415309,"MH","sangli",25,0,0,2020-04-01
416413,"MH","sangli",25,0,0,2020-04-01
401301,"MH","thane",5,0,0,2020-04-01
421601,"MH","thane",5,0,0,2020-04-01
401402,"MH","thane",5,0,0,2020-04-01
421302,"MH","thane",5,0,0,2020-04-01
401502,"MH","thane",5,0,0,2020-04-01
401609,"MH","thane",5,0,0,2020-04-01
421503,"MH","thane",5,0,0,2020-04-01
421402,"MH","thane",5,0,0,2020-04-01
415116,"MH","satara",2,0,0,2020-04-01
421102,"MH","thane",5,0,0,2020-04-01
401401,"MH","thane",5,0,0,2020-04-01
401303,"MH","thane",5,0,0,2020-04-01
401404,"MH","thane",5,0,0,2020-04-01
401207,"MH","thane",5,0,0,2020-04-01
400049,"MH","mumbai",94,2,0,2020-04-01
400020,"MH","mumbai",94,2,0,2020-04-01
