"State","Pincode","District","Hospitalized","Deaths","Recovered","S_Hospitalized","S_Deaths","S_Recovered","C_Hospitalized","C_Deaths","C_Recovered"
"GJ",384340,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",360452,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",393002,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",370205,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",394340,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",384130,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",391761,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",364470,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",360006,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",360360,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",370510,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",364230,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",364004,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",364310,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",370001,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",370655,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",364765,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",394515,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",364265,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",364070,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",364110,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",370511,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",370601,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",360320,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",360590,"Porbandar",3,0,0,41,2,0,1179,14,40
"GJ",364313,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",360545,"Porbandar",3,0,0,41,2,0,1179,14,40
"GJ",363621,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",394410,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394375,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",391243,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",382705,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",394125,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",360020,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",363660,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",364465,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",360550,"Porbandar",3,0,0,41,2,0,1179,14,40
"GJ",364485,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",384305,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",390024,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",360578,"Porbandar",3,0,0,41,2,0,1179,14,40
"GJ",394655,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",364530,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",384170,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",388710,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",393105,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",388713,"Panch Mahals",1,0,0,41,2,0,1179,14,40
"GJ",389190,"Panch Mahals",1,0,0,41,2,0,1179,14,40
"GJ",394180,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",395011,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",360490,"Porbandar",3,0,0,41,2,0,1179,14,40
"GJ",360430,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",364280,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",360001,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",364120,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",384410,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",394248,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394641,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394405,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394110,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",391105,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",394690,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",364081,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",364050,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",364510,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",391156,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",391107,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",391170,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",395003,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394105,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394240,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",364210,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",391240,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",390009,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",392140,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",389310,"Panch Mahals",1,0,0,41,2,0,1179,14,40
"GJ",389365,"Panch Mahals",1,0,0,41,2,0,1179,14,40
"GJ",364750,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",360579,"Porbandar",3,0,0,41,2,0,1179,14,40
"GJ",392110,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",394245,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394325,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",370460,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",364240,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",360421,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",364505,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",382710,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",391310,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",364275,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",364002,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",389180,"Panch Mahals",1,0,0,41,2,0,1179,14,40
"GJ",393050,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394327,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",364720,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",392180,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",364260,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",360050,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",390011,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",360370,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",360405,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",382820,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",364290,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",364490,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",360002,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",365480,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",391115,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",370427,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",393125,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",391346,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",394317,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",384360,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",384260,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",384012,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",391155,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",391210,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",391152,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",364001,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",364060,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",389341,"Panch Mahals",1,0,0,41,2,0,1179,14,40
"GJ",394310,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",395004,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394230,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",395006,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394330,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394185,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394170,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",360575,"Porbandar",3,0,0,41,2,0,1179,14,40
"GJ",384210,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",382840,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",384310,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",364135,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",384140,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",363630,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",394315,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",389235,"Panch Mahals",1,0,0,41,2,0,1179,14,40
"GJ",392210,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",370160,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",395008,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394630,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394517,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",395012,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394540,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",391340,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",390012,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",393041,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",394355,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",364270,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",364005,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",364740,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",394370,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",370455,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",370130,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",394660,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394326,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",360576,"Porbandar",3,0,0,41,2,0,1179,14,40
"GJ",360530,"Porbandar",3,0,0,41,2,0,1179,14,40
"GJ",362230,"Porbandar",3,0,0,41,2,0,1179,14,40
"GJ",391440,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",394421,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",391520,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",391780,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",390007,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",390010,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",360311,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",389240,"Panch Mahals",1,0,0,41,2,0,1179,14,40
"GJ",370665,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",370145,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",364760,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",364130,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",392130,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",382715,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",360440,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",394305,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",395013,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",384435,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",382815,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",382115,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",384330,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",370435,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",392150,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",390017,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",364330,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",364295,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",391110,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",364320,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",360055,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",395005,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",395023,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",389120,"Panch Mahals",1,0,0,41,2,0,1179,14,40
"GJ",363650,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",370105,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",384205,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",384160,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",384003,"Mahesana",1,0,0,41,2,0,1179,14,40
"GJ",360003,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",393130,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",364250,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",360030,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",392150,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394163,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394430,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394221,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394518,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394101,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",360022,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",395002,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",362650,"Porbandar",3,0,0,41,2,0,1179,14,40
"GJ",362620,"Porbandar",3,0,0,41,2,0,1179,14,40
"GJ",360570,"Porbandar",3,0,0,41,2,0,1179,14,40
"GJ",390019,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",394235,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394130,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",391774,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",393010,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",391150,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",390016,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",391175,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",391770,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",390004,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",391135,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",390003,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",370670,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",394270,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",360004,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",390023,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",395017,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394550,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",391430,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",390021,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",394335,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",363642,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",370425,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",391140,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",392030,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",391168,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",392160,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",395009,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",394246,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",370650,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",370630,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",391745,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",390014,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",391410,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",394516,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",370410,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",390002,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",390006,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",364140,"Bhavnagar",5,1,0,41,2,0,1179,14,40
"GJ",391775,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",370140,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",370610,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",360450,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",389002,"Panch Mahals",1,0,0,41,2,0,1179,14,40
"GJ",391330,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",390001,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",391760,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",394190,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",391220,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",391244,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",388710,"Panch Mahals",1,0,0,41,2,0,1179,14,40
"GJ",389330,"Panch Mahals",1,0,0,41,2,0,1179,14,40
"GJ",370430,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",391450,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",389370,"Panch Mahals",1,0,0,41,2,0,1179,14,40
"GJ",370115,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",389230,"Panch Mahals",1,0,0,41,2,0,1179,14,40
"GJ",389320,"Panch Mahals",1,0,0,41,2,0,1179,14,40
"GJ",391101,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",363670,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",391125,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",394365,"Surat",11,1,0,41,2,0,1179,14,40
"GJ",391510,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",370040,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",360024,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",360070,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",370475,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",370660,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",392015,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",390022,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",370490,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",360007,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",390013,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",389360,"Panch Mahals",1,0,0,41,2,0,1179,14,40
"GJ",392012,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",370210,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",360040,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",370605,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",370015,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",370240,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",370450,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",360380,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",392310,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",391530,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",391345,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",392220,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",370135,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",370405,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",391320,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",370485,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",370675,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",360460,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",391121,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",391421,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",389390,"Panch Mahals",1,0,0,41,2,0,1179,14,40
"GJ",389220,"Panch Mahals",1,0,0,41,2,0,1179,14,40
"GJ",390008,"Vadodara",9,0,0,41,2,0,1179,14,40
"GJ",360005,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",360470,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",360490,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",370615,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",389232,"Panch Mahals",1,0,0,41,2,0,1179,14,40
"GJ",370465,"Kachchh",1,0,0,41,2,0,1179,14,40
"GJ",389350,"Panch Mahals",1,0,0,41,2,0,1179,14,40
"GJ",389172,"Panch Mahals",1,0,0,41,2,0,1179,14,40
"GJ",363641,"Rajkot",10,0,0,41,2,0,1179,14,40
"GJ",389260,"Panch Mahals",1,0,0,41,2,0,1179,14,40
"HP",176216,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176055,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176082,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176021,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",177105,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176029,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176063,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176403,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176084,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",175013,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176097,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176401,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",177043,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176092,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",177106,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",177107,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176083,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176001,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176204,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176062,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176081,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176115,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176031,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176023,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176211,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176064,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176206,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176103,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176038,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",177112,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176085,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176210,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176060,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176056,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",177033,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176095,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176217,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176052,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",177101,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176215,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",177113,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176107,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176057,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176066,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176200,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176077,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176213,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176205,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176051,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176214,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176037,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176502,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176065,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176501,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176033,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176218,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176087,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176026,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176076,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176202,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176032,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176059,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176402,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176030,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",177104,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",177034,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176073,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176075,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176047,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176091,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176208,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",177103,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",177111,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",177108,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",177110,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176098,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176053,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176058,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176022,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176025,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176071,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176054,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176102,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176096,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176089,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176203,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176125,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176128,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176061,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176027,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",177117,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176036,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176088,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176028,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",177114,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176101,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176086,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176094,"Kangra",1,1,1,1,1,1,1179,14,40
"HP",176225,"Kangra",1,1,1,1,1,1,1179,14,40
